Episode,Reward,Phi_t,Best_Phi_t,Final_Reward,Final_Events
33,-1.9788107432433,0.626734693877551,NaN,NaN,NaN
34,-1.9715888646315,0.644897959183673,NaN,NaN,NaN
35,-1.971419691636,0.663061224489796,NaN,NaN,NaN
36,-1.99567067155461,0.681224489795918,NaN,NaN,NaN
37,-1.90038441469638,0.717551020408163,NaN,NaN,NaN
38,-1.98706769607608,0.735714285714286,NaN,NaN,NaN
39,-1.99337893107886,0.753877551020408,NaN,NaN,NaN
40,-2.00651547453065,0.772040816326531,NaN,NaN,NaN
41,-1.97211853145672,0.790204081632653,NaN,NaN,NaN
42,-2.00137697706536,0.808367346938776,NaN,NaN,NaN
43,-1.99655159694527,0.84469387755102,NaN,NaN,NaN
44,-1.97712903389143,0.862857142857143,NaN,NaN,NaN
45,-1.96765907263293,0.881020408163265,NaN,NaN,NaN
46,-2.01507006898559,0.899183673469388,NaN,NaN,NaN
47,-1.97369446244654,0.91734693877551,NaN,NaN,NaN
48,-1.96965372712906,0.935510204081633,NaN,NaN,NaN
49,-1.98249867080786,0.953673469387755,NaN,NaN,NaN
50,-1.97286631357467,0.971836734693878,NaN,NaN,NaN
51,-1.97797957290942,0.99,NaN,NaN,NaN
52,-1.15583984564955,0.154489795918367,NaN,NaN,NaN
53,-1.90038441469638,0.717551020408163,NaN,NaN,NaN
54,-1.90752147929843,0.481428571428571,NaN,NaN,NaN
55,-1.95516646610166,0.590408163265306,NaN,NaN,NaN
56,-1.95568826727161,0.118163265306122,NaN,NaN,NaN
57,-1.95852317155098,0.572244897959184,NaN,NaN,NaN
58,-1.96720234900172,0.1,NaN,NaN,NaN
59,-1.96765907263293,0.881020408163265,NaN,NaN,NaN
60,-1.96965372712906,0.935510204081633,NaN,NaN,NaN
61,-1.97019336213153,0.227142857142857,NaN,NaN,NaN
62,-1.97058808922543,0.517755102040816,NaN,NaN,NaN
63,-1.971419691636,0.663061224489796,NaN,NaN,NaN
64,-1.9715888646315,0.644897959183673,NaN,NaN,NaN
65,-1.97211853145672,0.790204081632653,NaN,NaN,NaN
66,-1.97286631357467,0.971836734693878,NaN,NaN,NaN
67,-1.99655159694527,0.84469387755102,NaN,NaN,NaN
68,-1.97369446244654,0.91734693877551,NaN,NaN,NaN
69,-1.97455709011276,0.499591836734694,NaN,NaN,NaN
70,-1.97530983556138,0.281632653061225,NaN,NaN,NaN
71,-1.97712903389143,0.862857142857143,NaN,NaN,NaN
72,-1.97796878288224,0.826530612244898,NaN,NaN,NaN
73,-1.97797957290942,0.99,NaN,NaN,NaN
74,-1.9788107432433,0.626734693877551,NaN,NaN,NaN
75,-1.9797616002987,0.463265306122449,NaN,NaN,NaN
76,-1.97977999904104,0.24530612244898,NaN,NaN,NaN
77,-1.99555216992797,0.608571428571429,NaN,NaN,NaN
78,-1.98055605779043,0.190816326530612,NaN,NaN,NaN
79,-1.98058999455762,0.535918367346939,NaN,NaN,NaN
80,-1.98074219728234,0.263469387755102,NaN,NaN,NaN
81,-1.98224547163293,0.445102040816327,NaN,NaN,NaN
82,-1.98249867080786,0.953673469387755,NaN,NaN,NaN
83,-1.98420985078655,0.408775510204082,NaN,NaN,NaN
84,-1.98649988110499,0.390612244897959,NaN,NaN,NaN
85,-1.98659835465065,0.372448979591837,NaN,NaN,NaN
86,-1.98706769607608,0.735714285714286,NaN,NaN,NaN
87,-1.98829501722736,0.426938775510204,NaN,NaN,NaN
88,-1.98854132743477,0.17265306122449,NaN,NaN,NaN
89,-1.97797957290942,0.99,NaN,NaN,NaN
90,-1.98921780747354,0.354285714285714,NaN,NaN,NaN
91,-1.99308093671846,0.299795918367347,NaN,NaN,NaN
92,-1.99337893107886,0.753877551020408,NaN,NaN,NaN
93,-1.99402072629697,0.136326530612245,NaN,NaN,NaN
94,-1.90038441469638,0.717551020408163,NaN,NaN,NaN
95,-1.99567067155461,0.681224489795918,NaN,NaN,NaN
96,-1.99567067155461,0.681224489795918,NaN,NaN,NaN
97,-1.99592826197822,0.699387755102041,NaN,NaN,NaN
98,-1.99756230782116,0.317959183673469,NaN,NaN,NaN
99,-1.999856690215,0.554081632653061,NaN,NaN,NaN
100,-2.00137697706536,0.808367346938776,0.336122448979592,-2.00263663918176,13
